"ASSET","BANKS","DEP","EQNM","ID","NETINC","STNAME","YEAR"
68185647,243,53134273,6343204,"CB_2010_OK",726037,"Oklahoma","2010"
37459876,31,19434789,4132582,"CB_2010_OR",386038,"Oregon","2010"
79361743,13,51382863,7262816,"CB_2010_OT",-631214,"Other Areas","2010"
127700134,135,99683643,15288602,"CB_2010_PA",849914,"Pennsylvania","2010"
77785698,7,49993739,7102585,"CB_2010_PR",-642345,"Puerto Rico","2010"
0,0,0,0,"CB_2010_PW",0,"Palau","2010"
132668350,7,88912621,19364524,"CB_2010_RI",386940,"Rhode Island","2010"
30925936,63,25863027,2856881,"CB_2010_SC",-52657,"South Carolina","2010"
1286310835,79,927431734,150628499,"CB_2010_SD",11622183,"South Dakota","2010"
81106700,176,63578474,8897817,"CB_2010_TN",69012,"Tennessee","2010"
312079484,567,251008804,34607891,"CB_2010_TX",2819121,"Texas","2010"
11990080859,6506,8466340003,1330588945,"CB_2010_US",78058450,"United States","2010"
12069442602,6519,8517722866,1337851761,"CB_2010_USA",77427236,"United States & Other Areas","2010"
287600492,53,205104212,40751879,"CB_2010_UT",3828619,"Utah","2010"
443046171,104,307361673,54402873,"CB_2010_VA",4658871,"Virginia","2010"
193512,2,166044,23396,"CB_2010_VI",994,"Virgin Islands Of The U.S.","2010"
3845578,9,3052563,334398,"CB_2010_VT",34585,"Vermont","2010"
42646786,65,34871258,4479593,"CB_2010_WA",-349320,"Washington","2010"
128727481,242,102269255,14114968,"CB_2010_WI",-462341,"Wisconsin","2010"
24492063,60,20208627,2551382,"CB_2010_WV",204622,"West Virginia","2010"
6981825,34,5957167,693934,"CB_2010_WY",39124,"Wyoming","2010"
4341052,4,3130643,630184,"CB_2009_AK",54123,"Alaska","2009"
239706923,144,180773242,31925062,"CB_2009_AL",-3039420,"Alabama","2009"
52731347,128,42238017,5566259,"CB_2009_AR",296047,"Arkansas","2009"
149856,1,122228,16125,"CB_2009_AS",-504,"American Samoa","2009"
14519487,42,12101448,1549313,"CB_2009_AZ",-452411,"Arizona","2009"
408311711,271,287545434,48172278,"CB_2009_CA",-823721,"California","2009"
47727501,135,40951246,4340486,"CB_2009_CO",-83192,"Colorado","2009"
25536520,23,20474184,2504951,"CB_2009_CT",-73320,"Connecticut","2009"
1491293,5,1206607,159042,"CB_2009_DC",5829,"District Of Columbia","2009"
714266823,24,479496450,116646334,"CB_2009_DE",-22855932,"Delaware","2009"
114431745,253,93302037,10462434,"CB_2009_FL",-2213190,"Florida","2009"
84962,1,67719,16561,"CB_2009_FM",1278,"Federated States of Micronesia","2009"
263730436,287,204451666,28122297,"CB_2009_GA",-3453630,"Georgia","2009"
1107672,2,960227,98448,"CB_2009_GU",6313,"Guam","2009"
32401492,7,24445059,3935620,"CB_2009_HI",68180,"Hawaii","2009"
58439758,352,46278053,5823954,"CB_2009_IA",386735,"Iowa","2009"
6379757,16,5018519,750302,"CB_2009_ID",-80845,"Idaho","2009"
297158069,546,232336612,25870139,"CB_2009_IL",-515399,"Illinois","2009"
56492093,104,44746208,5580691,"CB_2009_IN",-101580,"Indiana","2009"
50213178,323,40445433,4911692,"CB_2009_KS",92545,"Kansas","2009"
50661672,180,40486610,4970007,"CB_2009_KY",237974,"Kentucky","2009"
54451521,133,44399213,5541033,"CB_2009_LA",384375,"Louisiana","2009"
178707108,28,113885590,17106024,"CB_2009_MA",-1579908,"Massachusetts","2009"
23645733,50,18921026,2345344,"CB_2009_MD",-80553,"Maryland","2009"
15990920,8,9622436,1963063,"CB_2009_ME",746141,"Maine","2009"
0,0,0,0,"CB_2009_MH",0,"Marshall Islands","2009"
50966116,131,40996463,4488048,"CB_2009_MI",-663077,"Michigan","2009"
56425829,391,46856041,5559465,"CB_2009_MN",79914,"Minnesota","2009"
122530492,317,98566441,11127729,"CB_2009_MO",-323820,"Missouri","2009"
0,0,0,0,"CB_2009_MP",0,"Northern Mariana Islands","2009"
57778537,89,45763604,5947289,"CB_2009_MS",236024,"Mississippi","2009"
20780728,71,16232499,2201784,"CB_2009_MT",162386,"Montana","2009"
2219462679,74,1540835128,258574159,"CB_2009_NC",9517718,"North Carolina","2009"
21850491,92,13919544,2180913,"CB_2009_ND",134969,"North Dakota","2009"
41005674,225,33459047,4136458,"CB_2009_NE",392859,"Nebraska","2009"
2568428,8,2090207,270112,"CB_2009_NH",-46453,"New Hampshire","2009"
62324992,66,47846592,5822411,"CB_2009_NJ",342280,"New Jersey","2009"
17540908,49,14205620,1560222,"CB_2009_NM",-22702,"New Mexico","2009"
1194986487,34,784143861,124283712,"CB_2009_NV",-2919584,"Nevada","2009"
484339747,128,328176545,60264633,"CB_2009_NY",2466223,"New York","2009"
2215926735,149,1461816159,185207753,"CB_2009_OH",8052083,"Ohio","2009"
65462093,247,49806331,6079859,"CB_2009_OK",556825,"Oklahoma","2009"
39901948,34,19777697,3830414,"CB_2009_OR",-152330,"Oregon","2009"
94093182,16,61491076,6939796,"CB_2009_OT",-863520,"Other Areas","2009"
127948947,140,97025772,14639381,"CB_2009_PA",-465083,"Pennsylvania","2009"
92558697,10,60178704,6785252,"CB_2009_PR",-872360,"Puerto Rico","2009"
0,0,0,0,"CB_2009_PW",0,"Palau","2009"
145175930,7,93894127,18889558,"CB_2009_RI",66870,"Rhode Island","2009"
48565847,67,39827548,4390065,"CB_2009_SC",-985665,"South Carolina","2009"
744276685,80,549661813,83620450,"CB_2009_SD",7870820,"South Dakota","2009"
83283831,178,62818122,9343946,"CB_2009_TN",-475336,"Tennessee","2009"
316443913,581,234816630,33536540,"CB_2009_TX",1406147,"Texas","2009"
11732688686,6813,8275111973,1281493657,"CB_2009_US",-10756291,"United States","2009"
11826781868,6829,8336603049,1288433453,"CB_2009_USA",-11619811,"United States & Other Areas","2009"
270861807,58,199561432,35306245,"CB_2009_UT",-1443437,"Utah","2009"
392683793,106,294330380,50713920,"CB_2009_VA",767636,"Virginia","2009"
191995,2,162198,23410,"CB_2009_VI",1753,"Virgin Islands Of The U.S.","2009"
3727487,9,2962518,320537,"CB_2009_VT",29987,"Vermont","2009"
51238225,79,41896819,3912788,"CB_2009_WA",-1799392,"Washington","2009"
132201429,246,102361389,13290982,"CB_2009_WI",-715255,"Wisconsin","2009"
24482937,60,19574362,2442056,"CB_2009_WV",186895,"West Virginia","2009"
6609832,34,5633549,675719,"CB_2009_WY",67359,"Wyoming","2009"
31009104,5,9619883,2172254,"CB_2008_AK",639937,"Alaska","2008"
266206463,148,182986416,31970309,"CB_2008_AL",-6588605,"Alabama","2008"
50154785,137,39353204,5247027,"CB_2008_AR",404590,"Arkansas","2008"
136294,1,104548,16629,"CB_2008_AS",754,"American Samoa","2008"
15654080,55,12212253,1932887,"CB_2008_AZ",-528902,"Arizona","2008"
408004443,288,267325156,46281311,"CB_2008_CA",-796888,"California","2008"
49846689,142,40836079,4528880,"CB_2008_CO",23154,"Colorado","2008"
24759327,25,17925219,2328798,"CB_2008_CT",-253645,"Connecticut","2008"
1385112,5,1058582,134451,"CB_2008_DC",2063,"District Of Columbia","2008"
437185020,24,190693469,90058034,"CB_2008_DE",5928107,"Delaware","2008"
116358616,270,89157519,11851622,"CB_2008_FL",-1207036,"Florida","2008"
85973,1,68927,16498,"CB_2008_FM",1126,"Federated States of Micronesia","2008"
293283028,314,204922936,30610659,"CB_2008_GA",55579,"Georgia","2008"
1003324,2,864199,97716,"CB_2008_GU",6577,"Guam","2008"
30384627,7,22719753,3943119,"CB_2008_HI",280634,"Hawaii","2008"
56207451,361,43863736,5400502,"CB_2008_IA",438948,"Iowa","2008"
6448123,16,4732836,764064,"CB_2008_ID",25472,"Idaho","2008"
332563066,570,265304910,26466663,"CB_2008_IL",178673,"Illinois","2008"
58668140,111,43894887,5583087,"CB_2008_IN",-57261,"Indiana","2008"
50745402,331,40015546,4986483,"CB_2008_KS",366831,"Kansas","2008"
48166909,179,37691611,4786241,"CB_2008_KY",355968,"Kentucky","2008"
48917938,134,39024931,4926426,"CB_2008_LA",417274,"Louisiana","2008"
194957919,28,132570556,15674317,"CB_2008_MA",1904665,"Massachusetts","2008"
28132671,53,21472475,2760521,"CB_2008_MD",-76138,"Maryland","2008"
27623413,8,22957705,2305605,"CB_2008_ME",86533,"Maine","2008"
0,0,0,0,"CB_2008_MH",0,"Marshall Islands","2008"
108048931,143,81323868,11468507,"CB_2008_MI",-2128731,"Michigan","2008"
72265116,408,54818679,7117837,"CB_2008_MN",466257,"Minnesota","2008"
116219444,321,91000141,11082140,"CB_2008_MO",294836,"Missouri","2008"
0,0,0,0,"CB_2008_MP",0,"Northern Mariana Islands","2008"
56325487,90,41761317,5816545,"CB_2008_MS",472513,"Mississippi","2008"
18739820,74,14155106,1860852,"CB_2008_MT",229974,"Montana","2008"
2340434538,79,1545369744,212383769,"CB_2008_NC",5570877,"North Carolina","2008"
20599677,94,12620128,2051610,"CB_2008_ND",217261,"North Dakota","2008"
40438142,231,32404495,3723019,"CB_2008_NE",380518,"Nebraska","2008"
2294113,8,1744804,283567,"CB_2008_NH",-10356,"New Hampshire","2008"
55641052,68,40923704,4959483,"CB_2008_NJ",112877,"New Jersey","2008"
17238774,49,13753271,1464508,"CB_2008_NM",-145129,"New Mexico","2008"
1255564690,37,767323814,88764075,"CB_2008_NV",-6241811,"Nevada","2008"
590640470,129,355825083,52680230,"CB_2008_NY",1172752,"New York","2008"
2432916334,156,1525158115,189111249,"CB_2008_OH",12901162,"Ohio","2008"
64534365,248,48325699,5737295,"CB_2008_OK",640556,"Oklahoma","2008"
34636047,37,18333399,4249266,"CB_2008_OR",11370,"Oregon","2008"
100624772,16,65162531,7131746,"CB_2008_OT",82372,"Other Areas","2008"
257113711,145,178250264,23834664,"CB_2008_PA",1456429,"Pennsylvania","2008"
99236515,10,63989411,6977410,"CB_2008_PR",71399,"Puerto Rico","2008"
0,0,0,0,"CB_2008_PW",0,"Palau","2008"
169778903,7,76755619,18719282,"CB_2008_RI",-123489,"Rhode Island","2008"
48280899,66,37453543,4858787,"CB_2008_SC",-446381,"South Carolina","2008"
651472694,83,408609619,60974259,"CB_2008_SD",3536463,"South Dakota","2008"
92845450,181,63848739,11451697,"CB_2008_TN",-279139,"Tennessee","2008"
273427822,594,205118700,28410368,"CB_2008_TX",2088685,"Texas","2008"
12212516427,7061,8020547455,1147348942,"CB_2008_US",15179651,"United States","2008"
12313141199,7077,8085709986,1154480688,"CB_2008_USA",15262023,"United States & Other Areas","2008"
298734514,63,223378531,27758893,"CB_2008_UT",-3277597,"Utah","2008"
391405618,103,285423280,42716388,"CB_2008_VA",-1194843,"Virginia","2008"
162666,2,135446,23493,"CB_2008_VI",2516,"Virgin Islands Of The U.S.","2008"
3514858,9,2725872,304386,"CB_2008_VT",28669,"Vermont","2008"
55566720,81,43115567,5175261,"CB_2008_WA",-903082,"Washington","2008"
136816257,249,97301937,12687212,"CB_2008_WI",-1522024,"Wisconsin","2008"
24170590,61,18045338,2412914,"CB_2008_WV",212587,"West Virginia","2008"
6189065,36,5339417,577619,"CB_2008_WY",58494,"Wyoming","2008"
3954234,4,2790747,617165,"CB_2007_AK",56921,"Alaska","2007"
242934637,149,168978039,36557712,"CB_2007_AL",1905692,"Alabama","2007"
49028384,143,39716757,4900633,"CB_2007_AR",360119,"Arkansas","2007"
118208,1,94694,15902,"CB_2007_AS",1642,"American Samoa","2007"
18496998,55,13326230,2201360,"CB_2007_AZ",20488,"Arizona","2007"
377169872,288,256628500,45284318,"CB_2007_CA",2666019,"California","2007"
47745891,148,39624760,4610136,"CB_2007_CO",377940,"Colorado","2007"
24424463,24,18258556,2653772,"CB_2007_CT",188821,"Connecticut","2007"
1522477,6,1191801,160252,"CB_2007_DC",9690,"District Of Columbia","2007"
485131482,25,217121615,83180878,"CB_2007_DE",7219839,"Delaware","2007"
112921133,281,83083333,12451293,"CB_2007_FL",554914,"Florida","2007"
77289,1,61818,14821,"CB_2007_FM",1230,"Federated States of Micronesia","2007"
279655431,332,199155802,31667624,"CB_2007_GA",2932434,"Georgia","2007"
986652,2,870453,95497,"CB_2007_GU",10146,"Guam","2007"
30078289,7,22170948,4071159,"CB_2007_HI",416123,"Hawaii","2007"
52695805,372,41108238,5128427,"CB_2007_IA",535882,"Iowa","2007"
5997409,16,4598042,696004,"CB_2007_ID",78265,"Idaho","2007"
351043919,581,257979553,40425670,"CB_2007_IL",2554528,"Illinois","2007"
60230152,114,44771733,6144608,"CB_2007_IN",442871,"Indiana","2007"
50563930,340,39838864,5086421,"CB_2007_KS",629476,"Kansas","2007"
45499516,186,35783684,4682462,"CB_2007_KY",440890,"Kentucky","2007"
44157985,136,35919433,4310122,"CB_2007_LA",550504,"Louisiana","2007"
169170644,31,123838488,16286115,"CB_2007_MA",1543603,"Massachusetts","2007"
29725994,55,22122242,2941970,"CB_2007_MD",213913,"Maryland","2007"
70140001,13,48357267,11005181,"CB_2007_ME",414253,"Maine","2007"
0,0,0,0,"CB_2007_MH",0,"Marshall Islands","2007"
143817489,148,105587656,17570820,"CB_2007_MI",895876,"Michigan","2007"
99517643,420,59563072,8221294,"CB_2007_MN",1235321,"Minnesota","2007"
106052923,331,83753193,10590592,"CB_2007_MO",1061708,"Missouri","2007"
0,0,0,0,"CB_2007_MP",0,"Northern Mariana Islands","2007"
53605650,91,41518374,5467369,"CB_2007_MS",604452,"Mississippi","2007"
17269521,76,13332067,1772713,"CB_2007_MT",276959,"Montana","2007"
2176257295,79,1400900037,203889749,"CB_2007_NC",18082262,"North Carolina","2007"
19137543,95,11527201,1896313,"CB_2007_ND",247203,"North Dakota","2007"
37144572,237,29384441,3591357,"CB_2007_NE",376108,"Nebraska","2007"
3853157,8,2955500,624096,"CB_2007_NH",25433,"New Hampshire","2007"
58470653,69,43282087,5730886,"CB_2007_NJ",509147,"New Jersey","2007"
16551684,48,13113626,1694325,"CB_2007_NM",216712,"New Mexico","2007"
1280702953,39,795015011,106728090,"CB_2007_NV",3799055,"Nevada","2007"
338988940,127,232503270,40498817,"CB_2007_NY",2847927,"New York","2007"
1953856149,167,1180361648,164196785,"CB_2007_OH",17360358,"Ohio","2007"
59366896,254,44302976,5400130,"CB_2007_OK",731267,"Oklahoma","2007"
37048167,37,17597549,4107328,"CB_2007_OR",291635,"Oregon","2007"
102073734,17,62413254,7287102,"CB_2007_OT",225184,"Other Areas","2007"
307516076,154,213590404,30468672,"CB_2007_PA",2043830,"Pennsylvania","2007"
100697141,10,61215575,7139113,"CB_2007_PR",214133,"Puerto Rico","2007"
0,0,0,0,"CB_2007_PW",0,"Palau","2007"
168716466,7,80302967,20104659,"CB_2007_RI",1234734,"Rhode Island","2007"
45749244,69,35140271,4887175,"CB_2007_SC",406940,"South Carolina","2007"
570047124,85,395891917,56377774,"CB_2007_SD",8942996,"South Dakota","2007"
88806942,185,59079411,8905052,"CB_2007_TN",294632,"Tennessee","2007"
261543682,612,203105352,29865287,"CB_2007_TX",3096991,"Texas","2007"
11079827053,7262,7251447983,1136220804,"CB_2007_US",97413970,"United States","2007"
11181900787,7279,7313861237,1143507906,"CB_2007_USA",97639154,"United States & Other Areas","2007"
282551238,61,191239775,26253287,"CB_2007_UT",4348704,"Utah","2007"
181336232,104,120603340,30048327,"CB_2007_VA",2106466,"Virginia","2007"
194444,3,170714,21769,"CB_2007_VI",-1967,"Virgin Islands Of The U.S.","2007"
6653614,11,5585515,576722,"CB_2007_VT",81802,"Vermont","2007"
52326380,80,39298861,5774078,"CB_2007_WA",586902,"Washington","2007"
131202532,260,93350254,13103172,"CB_2007_WI",1224273,"Wisconsin","2007"
22111775,62,16790346,2131979,"CB_2007_WV",249155,"West Virginia","2007"
7335867,40,6407230,680674,"CB_2007_WY",121937,"Wyoming","2007"
3836448,5,2748648,579962,"CB_2006_AK",62313,"Alaska","2006"
228248052,148,167598796,30228179,"CB_2006_AL",2487474,"Alabama","2006"
46462984,149,37767807,4634009,"CB_2006_AR",521693,"Arkansas","2006"
115503,1,99521,14260,"CB_2006_AS",1929,"American Samoa","2006"
17962584,52,13871638,1921624,"CB_2006_AZ",208696,"Arizona","2006"
350267417,279,257575343,41912079,"CB_2006_CA",4237945,"California","2006"
43933775,153,36981108,4349910,"CB_2006_CO",541268,"Colorado","2006"
22035805,24,16474049,2829747,"CB_2006_CT",176827,"Connecticut","2006"
997997,5,811278,111746,"CB_2006_DC",6531,"District Of Columbia","2006"
452692726,26,185238390,83494603,"CB_2006_DE",9928058,"Delaware","2006"
113035503,269,85929832,12053764,"CB_2006_FL",1262086,"Florida","2006"
77683,1,63337,13606,"CB_2006_FM",1227,"Federated States of Micronesia","2006"
276268291,333,199830792,29734008,"CB_2006_GA",3471230,"Georgia","2006"
923357,2,814276,90582,"CB_2006_GU",11516,"Guam","2006"
29365326,7,21817118,3909130,"CB_2006_HI",478755,"Hawaii","2006"
50578598,383,39988229,4920727,"CB_2006_IA",534576,"Iowa","2006"
5354258,16,4294375,599101,"CB_2006_ID",73237,"Idaho","2006"
338792776,592,253316063,30634976,"CB_2006_IL",3776352,"Illinois","2006"
60133435,122,46010570,5932687,"CB_2006_IN",525522,"Indiana","2006"
47037559,346,37503157,4647458,"CB_2006_KS",616539,"Kansas","2006"
42958788,198,34008734,4403945,"CB_2006_KY",468937,"Kentucky","2006"
71173035,139,55625118,9433742,"CB_2006_LA",785330,"Louisiana","2006"
178581386,36,124183864,15071346,"CB_2006_MA",2150853,"Massachusetts","2006"
44148052,65,32917749,4827196,"CB_2006_MD",538775,"Maryland","2006"
46130474,14,31899266,9395124,"CB_2006_ME",458834,"Maine","2006"
0,0,0,0,"CB_2006_MH",0,"Marshall Islands","2006"
209933292,154,151248931,23684905,"CB_2006_MI",2195318,"Michigan","2006"
76029025,426,57729315,6598434,"CB_2006_MN",989834,"Minnesota","2006"
99412735,337,78508090,9758314,"CB_2006_MO",1151434,"Missouri","2006"
0,0,0,0,"CB_2006_MP",0,"Northern Mariana Islands","2006"
49822437,92,40098640,4952552,"CB_2006_MS",621645,"Mississippi","2006"
16748270,80,12971455,1699531,"CB_2006_MT",265229,"Montana","2006"
1905752176,77,1252753291,184454877,"CB_2006_NC",23889321,"North Carolina","2006"
17251807,93,10415975,1696111,"CB_2006_ND",250684,"North Dakota","2006"
34984767,244,27431439,3385828,"CB_2006_NE",403470,"Nebraska","2006"
3855569,9,3034228,537778,"CB_2006_NH",37758,"New Hampshire","2006"
60096813,69,45717989,5856513,"CB_2006_NJ",600643,"New Jersey","2006"
14732900,47,11941642,1439757,"CB_2006_NM",195463,"New Mexico","2006"
1069111247,35,697586116,81813521,"CB_2006_NV",10786292,"Nevada","2006"
394090513,129,277323281,55566790,"CB_2006_NY",4815928,"New York","2006"
1821269106,176,1065687458,157180607,"CB_2006_OH",19689204,"Ohio","2006"
55697243,258,41580940,5016490,"CB_2006_OK",727450,"Oklahoma","2006"
34843750,38,16550672,3835136,"CB_2006_OR",320385,"Oregon","2006"
100439019,17,57185140,7078326,"CB_2006_OT",627661,"Other Areas","2006"
247169714,159,185360667,19727847,"CB_2006_PA",2319700,"Pennsylvania","2006"
99143832,10,56052542,6937443,"CB_2006_PR",610747,"Puerto Rico","2006"
0,0,0,0,"CB_2006_PW",0,"Palau","2006"
26923920,7,12011949,2059312,"CB_2006_RI",225997,"Rhode Island","2006"
37385186,72,29339062,3651669,"CB_2006_SC",405219,"South Carolina","2006"
497500711,85,351249798,56723078,"CB_2006_SD",10485973,"South Dakota","2006"
83481877,183,57814755,8062198,"CB_2006_TN",960055,"Tennessee","2006"
181855430,608,148060361,20882876,"CB_2006_TX",2174795,"Texas","2006"
9997302887,7380,6678453679,1023455005,"CB_2006_US",127638969,"United States","2006"
10097741906,7397,6735638819,1030533331,"CB_2006_USA",128266630,"United States & Other Areas","2006"
220908941,63,157963043,24015030,"CB_2006_UT",5322944,"Utah","2006"
168915617,111,108465336,15714501,"CB_2006_VA",3114147,"Virginia","2006"
178644,3,155464,22435,"CB_2006_VI",2242,"Virgin Islands Of The U.S.","2006"
7031901,14,5918422,584785,"CB_2006_VT",97974,"Vermont","2006"
44797299,82,34757313,4641485,"CB_2006_WA",551123,"Washington","2006"
120760895,265,88767370,11706342,"CB_2006_WI",1372185,"Wisconsin","2006"
20331767,64,15994248,1976818,"CB_2006_WV",247665,"West Virginia","2006"
6612710,42,5779969,606857,"CB_2006_WY",109303,"Wyoming","2006"
3685657,5,2759452,563169,"CB_2005_AK",53179,"Alaska","2005"
216238024,150,158391207,22702832,"CB_2005_AL",2611634,"Alabama","2005"
42323774,154,34254597,4264696,"CB_2005_AR",456626,"Arkansas","2005"
101771,1,88851,12336,"CB_2005_AS",2119,"American Samoa","2005"
80451166,48,14166597,8279852,"CB_2005_AZ",1376550,"Arizona","2005"
320278760,274,243035047,37889683,"CB_2005_CA",4630655,"California","2005"
40824092,161,34089093,4053433,"CB_2005_CO",510040,"Colorado","2005"
26145531,24,17646345,3334696,"CB_2005_CT",302836,"Connecticut","2005"
927029,6,753670,102923,"CB_2005_DC",3901,"District Of Columbia","2005"
343653508,27,183847375,56503291,"CB_2005_DE",5172776,"Delaware","2005"
97523960,262,77416923,9652038,"CB_2005_FL",1102506,"Florida","2005"
81427,1,68315,12468,"CB_2005_FM",938,"Federated States of Micronesia","2005"
265501360,331,188814287,27679655,"CB_2005_GA",3238882,"Georgia","2005"
932630,2,826630,82823,"CB_2005_GU",8691,"Guam","2005"
28153547,5,21039417,3637592,"CB_2005_HI",447108,"Hawaii","2005"
48262064,392,38098026,4630415,"CB_2005_IA",558244,"Iowa","2005"
5086608,15,4153056,530980,"CB_2005_ID",66025,"Idaho","2005"
334961714,611,250203132,28858308,"CB_2005_IL",3850754,"Illinois","2005"
85823229,131,55657316,8603538,"CB_2005_IN",1095490,"Indiana","2005"
48236066,354,38097330,4672365,"CB_2005_KS",641682,"Kansas","2005"
50047851,205,37814812,4785978,"CB_2005_KY",614636,"Kentucky","2005"
67434358,136,53756346,8844313,"CB_2005_LA",393584,"Louisiana","2005"
168484894,35,116248508,13791970,"CB_2005_MA",1778329,"Massachusetts","2005"
41086622,65,31049603,4170464,"CB_2005_MD",533849,"Maryland","2005"
37735077,14,24591250,7256872,"CB_2005_ME",363232,"Maine","2005"
0,0,0,0,"CB_2005_MH",0,"Marshall Islands","2005"
191174408,156,139971611,22760821,"CB_2005_MI",2340235,"Michigan","2005"
62753161,444,49783604,5840061,"CB_2005_MN",980316,"Minnesota","2005"
92066957,342,72699135,8759352,"CB_2005_MO",1091007,"Missouri","2005"
0,0,0,0,"CB_2005_MP",0,"Northern Mariana Islands","2005"
46972661,93,37648598,4329692,"CB_2005_MS",501929,"Mississippi","2005"
15630552,78,12281463,1486961,"CB_2005_MT",232896,"Montana","2005"
1700525360,74,1123341062,165436679,"CB_2005_NC",22797014,"North Carolina","2005"
15630198,96,9483287,1530059,"CB_2005_ND",259331,"North Dakota","2005"
32445972,248,25542282,3101531,"CB_2005_NE",373996,"Nebraska","2005"
4186748,9,3354125,542871,"CB_2005_NH",40218,"New Hampshire","2005"
86843568,72,68356705,7347149,"CB_2005_NJ",1145492,"New Jersey","2005"
13590122,48,10672779,1298038,"CB_2005_NM",171511,"New Mexico","2005"
59415442,37,31181885,11133682,"CB_2005_NV",2075135,"Nevada","2005"
1067455960,134,735295642,104425571,"CB_2005_NY",13083708,"New York","2005"
1583424202,175,911701438,141176531,"CB_2005_OH",13659571,"Ohio","2005"
51552412,267,38733878,4553297,"CB_2005_OK",666010,"Oklahoma","2005"
25342440,38,13190817,2976194,"CB_2005_OR",305349,"Oregon","2005"
105337508,16,56070316,6819672,"CB_2005_OT",989056,"Other Areas","2005"
241452048,161,180666109,19333602,"CB_2005_PA",2761142,"Pennsylvania","2005"
104063600,10,54940570,6700110,"CB_2005_PR",975073,"Puerto Rico","2005"
0,0,0,0,"CB_2005_PW",0,"Palau","2005"
27140953,7,11422166,1867396,"CB_2005_RI",219214,"Rhode Island","2005"
41072833,74,31437054,3777885,"CB_2005_SC",438466,"South Carolina","2005"
469817737,88,333046701,52100282,"CB_2005_SD",8260269,"South Dakota","2005"
77464809,186,57308867,7361442,"CB_2005_TN",886600,"Tennessee","2005"
173165122,623,140980839,18640455,"CB_2005_TX",2036142,"Texas","2005"
8941608400,7507,6021437710,906072787,"CB_2005_US",112975949,"United States","2005"
9046945908,7523,6077508026,912892459,"CB_2005_USA",113965005,"United States & Other Areas","2005"
161744906,63,115351483,17950273,"CB_2005_UT",3710984,"Utah","2005"
168761271,128,108312634,16620258,"CB_2005_VA",2868873,"Virginia","2005"
158080,2,145950,11935,"CB_2005_VI",2235,"Virgin Islands Of The U.S.","2005"
6922441,14,5938956,573199,"CB_2005_VT",96927,"Vermont","2005"
38165372,78,29373843,3702240,"CB_2005_WA",477065,"Washington","2005"
108135539,265,78253120,10155516,"CB_2005_WI",1354394,"Wisconsin","2005"
20119822,64,15169789,1962959,"CB_2005_WV",244799,"West Virginia","2005"
5770493,40,5054449,519728,"CB_2005_WY",94838,"Wyoming","2005"
3520606,5,2628187,563089,"CB_2004_AK",53660,"Alaska","2004"
234972027,153,157032383,28349390,"CB_2004_AL",2774656,"Alabama","2004"
38802070,161,31684828,3918166,"CB_2004_AR",440210,"Arkansas","2004"
86572,1,76269,9597,"CB_2004_AS",1311,"American Samoa","2004"
58624495,45,11356258,5508382,"CB_2004_AZ",1412646,"Arizona","2004"
279986566,263,218320087,32256545,"CB_2004_CA",3859985,"California","2004"
36522841,166,30440245,3446224,"CB_2004_CO",442511,"Colorado","2004"
23731334,23,15500689,2841272,"CB_2004_CT",230765,"Connecticut","2004"
720854,5,595281,84809,"CB_2004_DC",6381,"District Of Columbia","2004"
339796736,27,176305152,55344316,"CB_2004_DE",6468572,"Delaware","2004"
89237568,256,71043392,8910885,"CB_2004_FL",908037,"Florida","2004"
79266,1,66404,12248,"CB_2004_FM",618,"Federated States of Micronesia","2004"
216155218,325,144869966,19178052,"CB_2004_GA",3213867,"Georgia","2004"
870443,2,773245,78840,"CB_2004_GU",7757,"Guam","2004"
26194089,6,19420834,3408724,"CB_2004_HI",371296,"Hawaii","2004"
45968563,395,36394866,4517361,"CB_2004_IA",547916,"Iowa","2004"
4233686,14,3475069,435651,"CB_2004_ID",50419,"Idaho","2004"
300818918,645,223277651,26571757,"CB_2004_IL",3205542,"Illinois","2004"
87186627,140,59485801,9281479,"CB_2004_IN",1878526,"Indiana","2004"
45340167,355,35969829,4424015,"CB_2004_KS",503647,"Kansas","2004"
48710635,214,38096849,4474911,"CB_2004_KY",500578,"Kentucky","2004"
54921469,138,44094335,5040791,"CB_2004_LA",677070,"Louisiana","2004"
162220620,36,107743495,13164769,"CB_2004_MA",1659525,"Massachusetts","2004"
37125936,67,27348764,3709207,"CB_2004_MD",407542,"Maryland","2004"
33793321,16,23077547,3812526,"CB_2004_ME",387201,"Maine","2004"
0,0,0,0,"CB_2004_MH",0,"Marshall Islands","2004"
176066130,153,127461859,20381254,"CB_2004_MI",1900459,"Michigan","2004"
60027900,457,46557502,5764358,"CB_2004_MN",929895,"Minnesota","2004"
86193779,342,67224374,8253400,"CB_2004_MO",994630,"Missouri","2004"
0,0,0,0,"CB_2004_MP",0,"Northern Mariana Islands","2004"
41082293,94,32519618,3950717,"CB_2004_MS",498745,"Mississippi","2004"
14368508,77,11161157,1354818,"CB_2004_MT",202804,"Montana","2004"
1295542856,73,894983336,101477028,"CB_2004_NC",16357212,"North Carolina","2004"
14381189,100,8809518,1435119,"CB_2004_ND",233605,"North Dakota","2004"
30547322,252,24191973,2910902,"CB_2004_NE",340046,"Nebraska","2004"
17539881,12,12982602,3660704,"CB_2004_NH",426925,"New Hampshire","2004"
104545836,75,84215386,7864749,"CB_2004_NJ",1201136,"New Jersey","2004"
