"BRANCHES","ID","STNAME","TOTAL","YEAR"
498,"CB_1994_CT","Connecticut",43,"1994"
177,"CB_1994_DC","District Of Columbia",16,"1994"
184,"CB_1994_DE","Delaware",39,"1994"
2958,"CB_1994_FL","Florida",356,"1994"
14,"CB_1994_FM","Federated States of Micronesia",1,"1994"
1533,"CB_1994_GA","Georgia",386,"1994"
21,"CB_1994_GU","Guam",2,"1994"
0,"CB_1994_HI","Hawaii",16,"1994"
706,"CB_1994_IA","Iowa",517,"1994"
322,"CB_1994_ID","Idaho",19,"1994"
1675,"CB_1994_IL","Illinois",906,"1994"
1600,"CB_1994_IN","Indiana",222,"1994"
586,"CB_1994_KS","Kansas",458,"1994"
1026,"CB_1994_KY","Kentucky",287,"1994"
1099,"CB_1994_LA","Louisiana",200,"1994"
714,"CB_1994_MA","Massachusetts",53,"1994"
1278,"CB_1994_MD","Maryland",93,"1994"
295,"CB_1994_ME","Maine",20,"1994"
5,"CB_1994_MH","Marshall Islands",0,"1994"
2279,"CB_1994_MI","Michigan",200,"1994"
687,"CB_1994_MN","Minnesota",563,"1994"
1087,"CB_1994_MO","Missouri",473,"1994"
9,"CB_1994_MP","Northern Mariana Islands",0,"1994"
885,"CB_1994_MS","Mississippi",111,"1994"
88,"CB_1994_MT","Montana",112,"1994"
2198,"CB_1994_NC","North Carolina",68,"1994"
184,"CB_1994_ND","North Dakota",139,"1994"
362,"CB_1994_NE","Nebraska",352,"1994"
120,"CB_1994_NH","New Hampshire",24,"1994"
2094,"CB_1994_NJ","New Jersey",90,"1994"
358,"CB_1994_NM","New Mexico",70,"1994"
248,"CB_1994_NV","Nevada",22,"1994"
3444,"CB_1994_NY","New York",167,"1994"
2817,"CB_1994_OH","Ohio",258,"1994"
526,"CB_1994_OK","Oklahoma",350,"1994"
682,"CB_1994_OR","Oregon",44,"1994"
513,"CB_1994_OT","Other Areas",21,"1994"
3525,"CB_1994_PA","Pennsylvania",245,"1994"
438,"CB_1994_PR","Puerto Rico",16,"1994"
3,"CB_1994_PW","Palau",0,"1994"
174,"CB_1994_RI","Rhode Island",9,"1994"
937,"CB_1994_SC","South Carolina",75,"1994"
217,"CB_1994_SD","South Dakota",120,"1994"
1397,"CB_1994_TN","Tennessee",251,"1994"
2417,"CB_1994_TX","Texas",980,"1994"
53871,"CB_1994_US","United States",10432,"1994"
54384,"CB_1994_USA","United States & Other Areas",10453,"1994"
403,"CB_1994_UT","Utah",44,"1994"
1906,"CB_1994_VA","Virginia",164,"1994"
19,"CB_1994_VI","Virgin Islands Of The U.S.",1,"1994"
181,"CB_1994_VT","Vermont",20,"1994"
1075,"CB_1994_WA","Washington",86,"1994"
1059,"CB_1994_WI","Wisconsin",399,"1994"
431,"CB_1994_WV","West Virginia",122,"1994"
57,"CB_1994_WY","Wyoming",53,"1994"
108,"CB_1993_AK","Alaska",8,"1993"
1022,"CB_1993_AL","Alabama",214,"1993"
624,"CB_1993_AR","Arkansas",257,"1993"
4,"CB_1993_AS","American Samoa",1,"1993"
749,"CB_1993_AZ","Arizona",37,"1993"
4254,"CB_1993_CA","California",425,"1993"
368,"CB_1993_CO","Colorado",322,"1993"
496,"CB_1993_CT","Connecticut",46,"1993"
173,"CB_1993_DC","District Of Columbia",18,"1993"
180,"CB_1993_DE","Delaware",37,"1993"
2642,"CB_1993_FL","Florida",375,"1993"
10,"CB_1993_FM","Federated States of Micronesia",1,"1993"
1562,"CB_1993_GA","Georgia",399,"1993"
21,"CB_1993_GU","Guam",2,"1993"
0,"CB_1993_HI","Hawaii",17,"1993"
664,"CB_1993_IA","Iowa",530,"1993"
305,"CB_1993_ID","Idaho",21,"1993"
1545,"CB_1993_IL","Illinois",958,"1993"
1588,"CB_1993_IN","Indiana",239,"1993"
525,"CB_1993_KS","Kansas",490,"1993"
929,"CB_1993_KY","Kentucky",309,"1993"
1013,"CB_1993_LA","Louisiana",217,"1993"
697,"CB_1993_MA","Massachusetts",61,"1993"
1256,"CB_1993_MD","Maryland",94,"1993"
300,"CB_1993_ME","Maine",20,"1993"
5,"CB_1993_MH","Marshall Islands",0,"1993"
2278,"CB_1993_MI","Michigan",208,"1993"
662,"CB_1993_MN","Minnesota",573,"1993"
1026,"CB_1993_MO","Missouri",490,"1993"
8,"CB_1993_MP","Northern Mariana Islands",0,"1993"
866,"CB_1993_MS","Mississippi",118,"1993"
83,"CB_1993_MT","Montana",117,"1993"
2171,"CB_1993_NC","North Carolina",71,"1993"
174,"CB_1993_ND","North Dakota",141,"1993"
346,"CB_1993_NE","Nebraska",361,"1993"
131,"CB_1993_NH","New Hampshire",26,"1993"
2049,"CB_1993_NJ","New Jersey",100,"1993"
336,"CB_1993_NM","New Mexico",81,"1993"
243,"CB_1993_NV","Nevada",21,"1993"
3450,"CB_1993_NY","New York",175,"1993"
2705,"CB_1993_OH","Ohio",263,"1993"
487,"CB_1993_OK","Oklahoma",371,"1993"
673,"CB_1993_OR","Oregon",45,"1993"
419,"CB_1993_OT","Other Areas",16,"1993"
3402,"CB_1993_PA","Pennsylvania",261,"1993"
352,"CB_1993_PR","Puerto Rico",12,"1993"
2,"CB_1993_PW","Palau",0,"1993"
145,"CB_1993_RI","Rhode Island",10,"1993"
882,"CB_1993_SC","South Carolina",78,"1993"
203,"CB_1993_SD","South Dakota",121,"1993"
1370,"CB_1993_TN","Tennessee",250,"1993"
2219,"CB_1993_TX","Texas",1011,"1993"
51840,"CB_1993_US","United States",10945,"1993"
52259,"CB_1993_USA","United States & Other Areas",10961,"1993"
389,"CB_1993_UT","Utah",48,"1993"
1862,"CB_1993_VA","Virginia",165,"1993"
17,"CB_1993_VI","Virgin Islands Of The U.S.",0,"1993"
186,"CB_1993_VT","Vermont",20,"1993"
1028,"CB_1993_WA","Washington",87,"1993"
1012,"CB_1993_WI","Wisconsin",436,"1993"
408,"CB_1993_WV","West Virginia",148,"1993"
54,"CB_1993_WY","Wyoming",55,"1993"
107,"CB_1992_AK","Alaska",8,"1992"
987,"CB_1992_AL","Alabama",217,"1992"
622,"CB_1992_AR","Arkansas",259,"1992"
3,"CB_1992_AS","American Samoa",1,"1992"
748,"CB_1992_AZ","Arizona",38,"1992"
4501,"CB_1992_CA","California",456,"1992"
267,"CB_1992_CO","Colorado",350,"1992"
567,"CB_1992_CT","Connecticut",48,"1992"
170,"CB_1992_DC","District Of Columbia",20,"1992"
179,"CB_1992_DE","Delaware",40,"1992"
2602,"CB_1992_FL","Florida",407,"1992"
10,"CB_1992_FM","Federated States of Micronesia",1,"1992"
1483,"CB_1992_GA","Georgia",403,"1992"
19,"CB_1992_GU","Guam",2,"1992"
0,"CB_1992_HI","Hawaii",17,"1992"
640,"CB_1992_IA","Iowa",542,"1992"
292,"CB_1992_ID","Idaho",20,"1992"
1389,"CB_1992_IL","Illinois",1006,"1992"
1547,"CB_1992_IN","Indiana",270,"1992"
494,"CB_1992_KS","Kansas",508,"1992"
912,"CB_1992_KY","Kentucky",311,"1992"
987,"CB_1992_LA","Louisiana",221,"1992"
737,"CB_1992_MA","Massachusetts",61,"1992"
1287,"CB_1992_MD","Maryland",96,"1992"
310,"CB_1992_ME","Maine",21,"1992"
5,"CB_1992_MH","Marshall Islands",0,"1992"
2269,"CB_1992_MI","Michigan",219,"1992"
627,"CB_1992_MN","Minnesota",593,"1992"
999,"CB_1992_MO","Missouri",510,"1992"
7,"CB_1992_MP","Northern Mariana Islands",0,"1992"
822,"CB_1992_MS","Mississippi",121,"1992"
78,"CB_1992_MT","Montana",120,"1992"
2054,"CB_1992_NC","North Carolina",78,"1992"
164,"CB_1992_ND","North Dakota",143,"1992"
315,"CB_1992_NE","Nebraska",374,"1992"
138,"CB_1992_NH","New Hampshire",28,"1992"
2062,"CB_1992_NJ","New Jersey",106,"1992"
332,"CB_1992_NM","New Mexico",84,"1992"
234,"CB_1992_NV","Nevada",18,"1992"
3487,"CB_1992_NY","New York",177,"1992"
2634,"CB_1992_OH","Ohio",271,"1992"
441,"CB_1992_OK","Oklahoma",394,"1992"
657,"CB_1992_OR","Oregon",48,"1992"
405,"CB_1992_OT","Other Areas",17,"1992"
3402,"CB_1992_PA","Pennsylvania",281,"1992"
344,"CB_1992_PR","Puerto Rico",13,"1992"
2,"CB_1992_PW","Palau",0,"1992"
164,"CB_1992_RI","Rhode Island",12,"1992"
849,"CB_1992_SC","South Carolina",81,"1992"
193,"CB_1992_SD","South Dakota",121,"1992"
1317,"CB_1992_TN","Tennessee",251,"1992"
1987,"CB_1992_TX","Texas",1089,"1992"
50976,"CB_1992_US","United States",11450,"1992"
51381,"CB_1992_USA","United States & Other Areas",11467,"1992"
384,"CB_1992_UT","Utah",54,"1992"
1929,"CB_1992_VA","Virginia",170,"1992"
15,"CB_1992_VI","Virgin Islands Of The U.S.",0,"1992"
195,"CB_1992_VT","Vermont",22,"1992"
1008,"CB_1992_WA","Washington",94,"1992"
983,"CB_1992_WI","Wisconsin",445,"1992"
379,"CB_1992_WV","West Virginia",164,"1992"
45,"CB_1992_WY","Wyoming",63,"1992"
106,"CB_1991_AK","Alaska",8,"1991"
962,"CB_1991_AL","Alabama",219,"1991"
602,"CB_1991_AR","Arkansas",262,"1991"
2,"CB_1991_AS","American Samoa",1,"1991"
838,"CB_1991_AZ","Arizona",41,"1991"
5038,"CB_1991_CA","California",480,"1991"
233,"CB_1991_CO","Colorado",387,"1991"
618,"CB_1991_CT","Connecticut",56,"1991"
162,"CB_1991_DC","District Of Columbia",24,"1991"
184,"CB_1991_DE","Delaware",42,"1991"
3000,"CB_1991_FL","Florida",421,"1991"
9,"CB_1991_FM","Federated States of Micronesia",1,"1991"
1472,"CB_1991_GA","Georgia",405,"1991"
17,"CB_1991_GU","Guam",2,"1991"
0,"CB_1991_HI","Hawaii",20,"1991"
617,"CB_1991_IA","Iowa",553,"1991"
300,"CB_1991_ID","Idaho",22,"1991"
1296,"CB_1991_IL","Illinois",1061,"1991"
1524,"CB_1991_IN","Indiana",284,"1991"
475,"CB_1991_KS","Kansas",528,"1991"
887,"CB_1991_KY","Kentucky",320,"1991"
962,"CB_1991_LA","Louisiana",226,"1991"
862,"CB_1991_MA","Massachusetts",73,"1991"
1289,"CB_1991_MD","Maryland",102,"1991"
317,"CB_1991_ME","Maine",21,"1991"
5,"CB_1991_MH","Marshall Islands",0,"1991"
2254,"CB_1991_MI","Michigan",230,"1991"
595,"CB_1991_MN","Minnesota",608,"1991"
942,"CB_1991_MO","Missouri",532,"1991"
7,"CB_1991_MP","Northern Mariana Islands",0,"1991"
819,"CB_1991_MS","Mississippi",123,"1991"
56,"CB_1991_MT","Montana",145,"1991"
2066,"CB_1991_NC","North Carolina",81,"1991"
158,"CB_1991_ND","North Dakota",146,"1991"
293,"CB_1991_NE","Nebraska",389,"1991"
155,"CB_1991_NH","New Hampshire",32,"1991"
2043,"CB_1991_NJ","New Jersey",117,"1991"
346,"CB_1991_NM","New Mexico",83,"1991"
236,"CB_1991_NV","Nevada",19,"1991"
3498,"CB_1991_NY","New York",189,"1991"
2654,"CB_1991_OH","Ohio",281,"1991"
373,"CB_1991_OK","Oklahoma",411,"1991"
699,"CB_1991_OR","Oregon",51,"1991"
390,"CB_1991_OT","Other Areas",18,"1991"
3319,"CB_1991_PA","Pennsylvania",289,"1991"
330,"CB_1991_PR","Puerto Rico",14,"1991"
2,"CB_1991_PW","Palau",0,"1991"
160,"CB_1991_RI","Rhode Island",13,"1991"
871,"CB_1991_SC","South Carolina",83,"1991"
186,"CB_1991_SD","South Dakota",125,"1991"
1253,"CB_1991_TN","Tennessee",250,"1991"
1837,"CB_1991_TX","Texas",1122,"1991"
51388,"CB_1991_US","United States",11909,"1991"
51778,"CB_1991_USA","United States & Other Areas",11927,"1991"
386,"CB_1991_UT","Utah",55,"1991"
1872,"CB_1991_VA","Virginia",174,"1991"
18,"CB_1991_VI","Virgin Islands Of The U.S.",0,"1991"
197,"CB_1991_VT","Vermont",24,"1991"
1021,"CB_1991_WA","Washington",93,"1991"
932,"CB_1991_WI","Wisconsin",458,"1991"
375,"CB_1991_WV","West Virginia",169,"1991"
48,"CB_1991_WY","Wyoming",62,"1991"
111,"CB_1990_AK","Alaska",8,"1990"
932,"CB_1990_AL","Alabama",220,"1990"
562,"CB_1990_AR","Arkansas",256,"1990"
2,"CB_1990_AS","American Samoa",1,"1990"
797,"CB_1990_AZ","Arizona",38,"1990"
4892,"CB_1990_CA","California",482,"1990"
127,"CB_1990_CO","Colorado",446,"1990"
665,"CB_1990_CT","Connecticut",68,"1990"
169,"CB_1990_DC","District Of Columbia",26,"1990"
167,"CB_1990_DE","Delaware",47,"1990"
2916,"CB_1990_FL","Florida",432,"1990"
9,"CB_1990_FM","Federated States of Micronesia",1,"1990"
1420,"CB_1990_GA","Georgia",409,"1990"
15,"CB_1990_GU","Guam",1,"1990"
0,"CB_1990_HI","Hawaii",21,"1990"
588,"CB_1990_IA","Iowa",562,"1990"
279,"CB_1990_ID","Idaho",22,"1990"
1172,"CB_1990_IL","Illinois",1087,"1990"
1474,"CB_1990_IN","Indiana",301,"1990"
407,"CB_1990_KS","Kansas",555,"1990"
860,"CB_1990_KY","Kentucky",332,"1990"
973,"CB_1990_LA","Louisiana",231,"1990"
987,"CB_1990_MA","Massachusetts",85,"1990"
1295,"CB_1990_MD","Maryland",103,"1990"
331,"CB_1990_ME","Maine",21,"1990"
5,"CB_1990_MH","Marshall Islands",0,"1990"
2174,"CB_1990_MI","Michigan",235,"1990"
593,"CB_1990_MN","Minnesota",626,"1990"
927,"CB_1990_MO","Missouri",544,"1990"
6,"CB_1990_MP","Northern Mariana Islands",0,"1990"
825,"CB_1990_MS","Mississippi",123,"1990"
45,"CB_1990_MT","Montana",156,"1990"
2033,"CB_1990_NC","North Carolina",78,"1990"
155,"CB_1990_ND","North Dakota",150,"1990"
286,"CB_1990_NE","Nebraska",392,"1990"
204,"CB_1990_NH","New Hampshire",45,"1990"
1998,"CB_1990_NJ","New Jersey",131,"1990"
303,"CB_1990_NM","New Mexico",91,"1990"
226,"CB_1990_NV","Nevada",19,"1990"
3438,"CB_1990_NY","New York",193,"1990"
2551,"CB_1990_OH","Ohio",289,"1990"
337,"CB_1990_OK","Oklahoma",419,"1990"
650,"CB_1990_OR","Oregon",50,"1990"
399,"CB_1990_OT","Other Areas",18,"1990"
3174,"CB_1990_PA","Pennsylvania",300,"1990"
342,"CB_1990_PR","Puerto Rico",15,"1990"
2,"CB_1990_PW","Palau",0,"1990"
166,"CB_1990_RI","Rhode Island",11,"1990"
867,"CB_1990_SC","South Carolina",85,"1990"
177,"CB_1990_SD","South Dakota",125,"1990"
1237,"CB_1990_TN","Tennessee",253,"1990"
1623,"CB_1990_TX","Texas",1184,"1990"
49800,"CB_1990_US","United States",12329,"1990"
50199,"CB_1990_USA","United States & Other Areas",12347,"1990"
391,"CB_1990_UT","Utah",55,"1990"
1871,"CB_1990_VA","Virginia",178,"1990"
18,"CB_1990_VI","Virgin Islands Of The U.S.",0,"1990"
195,"CB_1990_VT","Vermont",27,"1990"
980,"CB_1990_WA","Washington",94,"1990"
872,"CB_1990_WI","Wisconsin",473,"1990"
333,"CB_1990_WV","West Virginia",180,"1990"
45,"CB_1990_WY","Wyoming",71,"1990"
107,"CB_1989_AK","Alaska",7,"1989"
880,"CB_1989_AL","Alabama",221,"1989"
499,"CB_1989_AR","Arkansas",257,"1989"
2,"CB_1989_AS","American Samoa",1,"1989"
683,"CB_1989_AZ","Arizona",43,"1989"
4545,"CB_1989_CA","California",479,"1989"
119,"CB_1989_CO","Colorado",451,"1989"
678,"CB_1989_CT","Connecticut",69,"1989"
175,"CB_1989_DC","District Of Columbia",25,"1989"
163,"CB_1989_DE","Delaware",48,"1989"
2866,"CB_1989_FL","Florida",431,"1989"
4,"CB_1989_FM","Federated States of Micronesia",1,"1989"
1348,"CB_1989_GA","Georgia",392,"1989"
15,"CB_1989_GU","Guam",1,"1989"
0,"CB_1989_HI","Hawaii",21,"1989"
559,"CB_1989_IA","Iowa",576,"1989"
275,"CB_1989_ID","Idaho",23,"1989"
1043,"CB_1989_IL","Illinois",1119,"1989"
1422,"CB_1989_IN","Indiana",312,"1989"
308,"CB_1989_KS","Kansas",573,"1989"
844,"CB_1989_KY","Kentucky",335,"1989"
936,"CB_1989_LA","Louisiana",232,"1989"
1006,"CB_1989_MA","Massachusetts",99,"1989"
1286,"CB_1989_MD","Maryland",106,"1989"
333,"CB_1989_ME","Maine",20,"1989"
5,"CB_1989_MH","Marshall Islands",0,"1989"
2101,"CB_1989_MI","Michigan",268,"1989"
501,"CB_1989_MN","Minnesota",637,"1989"
847,"CB_1989_MO","Missouri",551,"1989"
6,"CB_1989_MP","Northern Mariana Islands",0,"1989"
822,"CB_1989_MS","Mississippi",123,"1989"
31,"CB_1989_MT","Montana",167,"1989"
1989,"CB_1989_NC","North Carolina",78,"1989"
139,"CB_1989_ND","North Dakota",158,"1989"
252,"CB_1989_NE","Nebraska",392,"1989"
212,"CB_1989_NH","New Hampshire",48,"1989"
1955,"CB_1989_NJ","New Jersey",126,"1989"
288,"CB_1989_NM","New Mexico",93,"1989"
205,"CB_1989_NV","Nevada",17,"1989"
3339,"CB_1989_NY","New York",192,"1989"
2496,"CB_1989_OH","Ohio",294,"1989"
318,"CB_1989_OK","Oklahoma",430,"1989"
652,"CB_1989_OR","Oregon",49,"1989"
360,"CB_1989_OT","Other Areas",18,"1989"
3048,"CB_1989_PA","Pennsylvania",298,"1989"
308,"CB_1989_PR","Puerto Rico",15,"1989"
2,"CB_1989_PW","Palau",0,"1989"
166,"CB_1989_RI","Rhode Island",13,"1989"
845,"CB_1989_SC","South Carolina",82,"1989"
171,"CB_1989_SD","South Dakota",129,"1989"
1182,"CB_1989_TN","Tennessee",268,"1989"
1358,"CB_1989_TX","Texas",1318,"1989"
47429,"CB_1989_US","United States",12697,"1989"
47789,"CB_1989_USA","United States & Other Areas",12715,"1989"
381,"CB_1989_UT","Utah",57,"1989"
1822,"CB_1989_VA","Virginia",182,"1989"
18,"CB_1989_VI","Virgin Islands Of The U.S.",0,"1989"
196,"CB_1989_VT","Vermont",27,"1989"
957,"CB_1989_WA","Washington",92,"1989"
730,"CB_1989_WI","Wisconsin",510,"1989"
315,"CB_1989_WV","West Virginia",188,"1989"
36,"CB_1989_WY","Wyoming",71,"1989"
120,"CB_1988_AK","Alaska",10,"1988"
853,"CB_1988_AL","Alabama",221,"1988"
482,"CB_1988_AR","Arkansas",256,"1988"
2,"CB_1988_AS","American Samoa",1,"1988"
698,"CB_1988_AZ","Arizona",47,"1988"
4499,"CB_1988_CA","California",473,"1988"
118,"CB_1988_CO","Colorado",450,"1988"
676,"CB_1988_CT","Connecticut",65,"1988"
170,"CB_1988_DC","District Of Columbia",24,"1988"
157,"CB_1988_DE","Delaware",46,"1988"
2680,"CB_1988_FL","Florida",417,"1988"
4,"CB_1988_FM","Federated States of Micronesia",1,"1988"
1303,"CB_1988_GA","Georgia",379,"1988"
15,"CB_1988_GU","Guam",1,"1988"
0,"CB_1988_HI","Hawaii",22,"1988"
548,"CB_1988_IA","Iowa",585,"1988"
275,"CB_1988_ID","Idaho",22,"1988"
957,"CB_1988_IL","Illinois",1149,"1988"
1372,"CB_1988_IN","Indiana",338,"1988"
271,"CB_1988_KS","Kansas",590,"1988"
825,"CB_1988_KY","Kentucky",332,"1988"
925,"CB_1988_LA","Louisiana",253,"1988"
1018,"CB_1988_MA","Massachusetts",103,"1988"
1259,"CB_1988_MD","Maryland",99,"1988"
336,"CB_1988_ME","Maine",19,"1988"
5,"CB_1988_MH","Marshall Islands",0,"1988"
2042,"CB_1988_MI","Michigan",287,"1988"
469,"CB_1988_MN","Minnesota",653,"1988"
812,"CB_1988_MO","Missouri",577,"1988"
6,"CB_1988_MP","Northern Mariana Islands",0,"1988"
807,"CB_1988_MS","Mississippi",125,"1988"
30,"CB_1988_MT","Montana",169,"1988"
1969,"CB_1988_NC","North Carolina",71,"1988"
138,"CB_1988_ND","North Dakota",159,"1988"
225,"CB_1988_NE","Nebraska",412,"1988"
209,"CB_1988_NH","New Hampshire",52,"1988"
1909,"CB_1988_NJ","New Jersey",129,"1988"
286,"CB_1988_NM","New Mexico",93,"1988"
196,"CB_1988_NV","Nevada",17,"1988"
3310,"CB_1988_NY","New York",198,"1988"
2449,"CB_1988_OH","Ohio",299,"1988"
274,"CB_1988_OK","Oklahoma",466,"1988"
640,"CB_1988_OR","Oregon",52,"1988"
349,"CB_1988_OT","Other Areas",18,"1988"
2952,"CB_1988_PA","Pennsylvania",293,"1988"
298,"CB_1988_PR","Puerto Rico",15,"1988"
2,"CB_1988_PW","Palau",0,"1988"
164,"CB_1988_RI","Rhode Island",12,"1988"
832,"CB_1988_SC","South Carolina",77,"1988"
165,"CB_1988_SD","South Dakota",133,"1988"
1138,"CB_1988_TN","Tennessee",272,"1988"
1026,"CB_1988_TX","Texas",1501,"1988"
45818,"CB_1988_US","United States",13119,"1988"
46167,"CB_1988_USA","United States & Other Areas",13137,"1988"
388,"CB_1988_UT","Utah",55,"1988"
1757,"CB_1988_VA","Virginia",184,"1988"
17,"CB_1988_VI","Virgin Islands Of The U.S.",0,"1988"
194,"CB_1988_VT","Vermont",26,"1988"
905,"CB_1988_WA","Washington",90,"1988"
690,"CB_1988_WI","Wisconsin",523,"1988"
288,"CB_1988_WV","West Virginia",199,"1988"
12,"CB_1988_WY","Wyoming",95,"1988"
133,"CB_1987_AK","Alaska",11,"1987"
819,"CB_1987_AL","Alabama",225,"1987"
466,"CB_1987_AR","Arkansas",257,"1987"
2,"CB_1987_AS","American Samoa",1,"1987"
734,"CB_1987_AZ","Arizona",50,"1987"
4681,"CB_1987_CA","California",484,"1987"
121,"CB_1987_CO","Colorado",462,"1987"
667,"CB_1987_CT","Connecticut",64,"1987"
165,"CB_1987_DC","District Of Columbia",21,"1987"
154,"CB_1987_DE","Delaware",45,"1987"
2550,"CB_1987_FL","Florida",411,"1987"
4,"CB_1987_FM","Federated States of Micronesia",1,"1987"
1279,"CB_1987_GA","Georgia",358,"1987"
16,"CB_1987_GU","Guam",1,"1987"
0,"CB_1987_HI","Hawaii",22,"1987"
547,"CB_1987_IA","Iowa",597,"1987"
277,"CB_1987_ID","Idaho",23,"1987"
847,"CB_1987_IL","Illinois",1211,"1987"
1335,"CB_1987_IN","Indiana",345,"1987"
240,"CB_1987_KS","Kansas",601,"1987"
797,"CB_1987_KY","Kentucky",330,"1987"
927,"CB_1987_LA","Louisiana",271,"1987"
1037,"CB_1987_MA","Massachusetts",108,"1987"
1258,"CB_1987_MD","Maryland",95,"1987"
338,"CB_1987_ME","Maine",23,"1987"
4,"CB_1987_MH","Marshall Islands",0,"1987"
2020,"CB_1987_MI","Michigan",312,"1987"
427,"CB_1987_MN","Minnesota",705,"1987"
771,"CB_1987_MO","Missouri",596,"1987"
5,"CB_1987_MP","Northern Mariana Islands",0,"1987"
782,"CB_1987_MS","Mississippi",128,"1987"
30,"CB_1987_MT","Montana",169,"1987"
1946,"CB_1987_NC","North Carolina",68,"1987"
124,"CB_1987_ND","North Dakota",174,"1987"
210,"CB_1987_NE","Nebraska",428,"1987"
222,"CB_1987_NH","New Hampshire",56,"1987"
1866,"CB_1987_NJ","New Jersey",125,"1987"
290,"CB_1987_NM","New Mexico",94,"1987"
195,"CB_1987_NV","Nevada",17,"1987"
3295,"CB_1987_NY","New York",196,"1987"
2457,"CB_1987_OH","Ohio",304,"1987"
259,"CB_1987_OK","Oklahoma",487,"1987"
643,"CB_1987_OR","Oregon",54,"1987"
342,"CB_1987_OT","Other Areas",18,"1987"
2895,"CB_1987_PA","Pennsylvania",295,"1987"
293,"CB_1987_PR","Puerto Rico",15,"1987"
2,"CB_1987_PW","Palau",0,"1987"
160,"CB_1987_RI","Rhode Island",12,"1987"
817,"CB_1987_SC","South Carolina",74,"1987"
173,"CB_1987_SD","South Dakota",137,"1987"
1075,"CB_1987_TN","Tennessee",282,"1987"
726,"CB_1987_TX","Texas",1771,"1987"
44813,"CB_1987_US","United States",13705,"1987"
45155,"CB_1987_USA","United States & Other Areas",13723,"1987"
387,"CB_1987_UT","Utah",55,"1987"
1662,"CB_1987_VA","Virginia",174,"1987"
16,"CB_1987_VI","Virgin Islands Of The U.S.",0,"1987"
194,"CB_1987_VT","Vermont",26,"1987"
896,"CB_1987_WA","Washington",90,"1987"
649,"CB_1987_WI","Wisconsin",553,"1987"
265,"CB_1987_WV","West Virginia",207,"1987"
5,"CB_1987_WY","Wyoming",102,"1987"
141,"CB_1986_AK","Alaska",15,"1986"
793,"CB_1986_AL","Alabama",228,"1986"
464,"CB_1986_AR","Arkansas",256,"1986"
2,"CB_1986_AS","American Samoa",1,"1986"
724,"CB_1986_AZ","Arizona",54,"1986"
4730,"CB_1986_CA","California",484,"1986"
114,"CB_1986_CO","Colorado",472,"1986"
646,"CB_1986_CT","Connecticut",59,"1986"
164,"CB_1986_DC","District Of Columbia",20,"1986"
159,"CB_1986_DE","Delaware",42,"1986"
2397,"CB_1986_FL","Florida",419,"1986"
4,"CB_1986_FM","Federated States of Micronesia",1,"1986"
1212,"CB_1986_GA","Georgia",369,"1986"
17,"CB_1986_GU","Guam",1,"1986"
0,"CB_1986_HI","Hawaii",22,"1986"
544,"CB_1986_IA","Iowa",614,"1986"
278,"CB_1986_ID","Idaho",24,"1986"
796,"CB_1986_IL","Illinois",1221,"1986"
1323,"CB_1986_IN","Indiana",356,"1986"
221,"CB_1986_KS","Kansas",613,"1986"
784,"CB_1986_KY","Kentucky",331,"1986"
929,"CB_1986_LA","Louisiana",298,"1986"
1027,"CB_1986_MA","Massachusetts",108,"1986"
1189,"CB_1986_MD","Maryland",93,"1986"
333,"CB_1986_ME","Maine",22,"1986"
4,"CB_1986_MH","Marshall Islands",0,"1986"
2081,"CB_1986_MI","Michigan",345,"1986"
391,"CB_1986_MN","Minnesota",733,"1986"
740,"CB_1986_MO","Missouri",610,"1986"
5,"CB_1986_MP","Northern Mariana Islands",0,"1986"
757,"CB_1986_MS","Mississippi",141,"1986"
29,"CB_1986_MT","Montana",169,"1986"
1898,"CB_1986_NC","North Carolina",65,"1986"
123,"CB_1986_ND","North Dakota",176,"1986"
202,"CB_1986_NE","Nebraska",437,"1986"
216,"CB_1986_NH","New Hampshire",60,"1986"
1819,"CB_1986_NJ","New Jersey",124,"1986"
291,"CB_1986_NM","New Mexico",94,"1986"
196,"CB_1986_NV","Nevada",18,"1986"
3335,"CB_1986_NY","New York",199,"1986"
2471,"CB_1986_OH","Ohio",309,"1986"
231,"CB_1986_OK","Oklahoma",520,"1986"
630,"CB_1986_OR","Oregon",59,"1986"
339,"CB_1986_OT","Other Areas",17,"1986"
2836,"CB_1986_PA","Pennsylvania",300,"1986"
288,"CB_1986_PR","Puerto Rico",14,"1986"
2,"CB_1986_PW","Palau",0,"1986"
178,"CB_1986_RI","Rhode Island",15,"1986"
820,"CB_1986_SC","South Carolina",73,"1986"
177,"CB_1986_SD","South Dakota",135,"1986"
1055,"CB_1986_TN","Tennessee",283,"1986"
444,"CB_1986_TX","Texas",1972,"1986"
43823,"CB_1986_US","United States",14193,"1986"
44162,"CB_1986_USA","United States & Other Areas",14210,"1986"
381,"CB_1986_UT","Utah",61,"1986"
1620,"CB_1986_VA","Virginia",171,"1986"
17,"CB_1986_VI","Virgin Islands Of The U.S.",0,"1986"
191,"CB_1986_VT","Vermont",25,"1986"
880,"CB_1986_WA","Washington",94,"1986"
620,"CB_1986_WI","Wisconsin",566,"1986"
239,"CB_1986_WV","West Virginia",213,"1986"
4,"CB_1986_WY","Wyoming",106,"1986"
142,"CB_1985_AK","Alaska",15,"1985"
758,"CB_1985_AL","Alabama",240,"1985"
451,"CB_1985_AR","Arkansas",259,"1985"
